drug	method	column	row	match_not
Isoniazid	Mykrobe	10	9	Match with phenotype
Isoniazid	Mykrobe	10	10	Match with phenotype
Isoniazid	Mykrobe	10	11	Match with phenotype
Isoniazid	Mykrobe	10	12	Match with phenotype
Isoniazid	Mykrobe	10	13	Match with phenotype
Isoniazid	Mykrobe	10	14	Match with phenotype
Isoniazid	Mykrobe	10	15	Match with phenotype
Isoniazid	Mykrobe	10	16	Match with phenotype
Isoniazid	Mykrobe	11	1	Match with phenotype
Isoniazid	Mykrobe	11	2	Match with phenotype
Isoniazid	Mykrobe	11	3	Match with phenotype
Isoniazid	Mykrobe	11	4	Match with phenotype
Isoniazid	Mykrobe	11	5	Match with phenotype
Isoniazid	Mykrobe	11	6	Match with phenotype
Isoniazid	Mykrobe	11	7	Match with phenotype
Isoniazid	Mykrobe	11	8	Match with phenotype
Isoniazid	Mykrobe	11	9	Match with phenotype
Isoniazid	Mykrobe	11	10	Match with phenotype
Isoniazid	Mykrobe	11	11	Match with phenotype
Isoniazid	Mykrobe	11	12	Match with phenotype
Isoniazid	Mykrobe	11	13	Match with phenotype
Isoniazid	Mykrobe	11	14	Match with phenotype
Isoniazid	Mykrobe	11	15	Match with phenotype
Isoniazid	Mykrobe	11	16	Match with phenotype
Isoniazid	Mykrobe	12	1	Match with phenotype
Isoniazid	Mykrobe	12	2	Match with phenotype
Isoniazid	Mykrobe	12	3	Match with phenotype
Isoniazid	Mykrobe	12	4	Match with phenotype
Isoniazid	Mykrobe	12	5	Match with phenotype
Isoniazid	Mykrobe	12	6	Match with phenotype
Isoniazid	Mykrobe	12	7	Match with phenotype
Isoniazid	Mykrobe	12	8	Match with phenotype
Isoniazid	Mykrobe	12	9	Match with phenotype
Isoniazid	Mykrobe	12	10	Match with phenotype
Isoniazid	Mykrobe	12	11	Match with phenotype
Isoniazid	Mykrobe	12	12	Match with phenotype
Isoniazid	Mykrobe	12	13	Match with phenotype
Isoniazid	Mykrobe	12	14	Match with phenotype
Isoniazid	Mykrobe	12	15	Match with phenotype
Isoniazid	Mykrobe	12	16	Match with phenotype
Isoniazid	Mykrobe	13	1	Match with phenotype
Isoniazid	Mykrobe	13	2	Match with phenotype
Isoniazid	Mykrobe	13	3	Match with phenotype
Isoniazid	Mykrobe	13	4	Match with phenotype
Isoniazid	Mykrobe	13	5	Match with phenotype
Isoniazid	Mykrobe	13	6	Match with phenotype
Isoniazid	Mykrobe	13	7	Match with phenotype
Isoniazid	Mykrobe	13	8	Match with phenotype
Isoniazid	Mykrobe	13	9	Match with phenotype
Isoniazid	Mykrobe	13	10	Match with phenotype
Isoniazid	Mykrobe	13	11	Match with phenotype
Isoniazid	Mykrobe	13	12	Match with phenotype
Isoniazid	Mykrobe	13	13	Match with phenotype
Isoniazid	Mykrobe	13	14	Match with phenotype
Isoniazid	Mykrobe	13	15	Match with phenotype
Isoniazid	Mykrobe	13	16	Match with phenotype
Isoniazid	Mykrobe	14	1	Match with phenotype
Isoniazid	Mykrobe	14	2	Match with phenotype
Isoniazid	Mykrobe	14	3	Match with phenotype
Isoniazid	Mykrobe	14	4	Match with phenotype
Isoniazid	Mykrobe	14	5	Match with phenotype
Isoniazid	Mykrobe	14	6	Match with phenotype
Isoniazid	Mykrobe	14	7	Match with phenotype
Isoniazid	Mykrobe	14	8	Match with phenotype
Isoniazid	Mykrobe	14	9	Match with phenotype
Isoniazid	Mykrobe	14	10	Match with phenotype
Isoniazid	Mykrobe	14	11	Match with phenotype
Isoniazid	Mykrobe	14	12	Match with phenotype
Isoniazid	Mykrobe	14	13	Match with phenotype
Isoniazid	Mykrobe	14	14	Match with phenotype
Isoniazid	Mykrobe	14	15	Match with phenotype
Isoniazid	Mykrobe	14	16	Match with phenotype
Isoniazid	Mykrobe	15	1	Match with phenotype
Isoniazid	Mykrobe	15	2	Match with phenotype
Isoniazid	Mykrobe	15	3	Match with phenotype
Isoniazid	Mykrobe	15	4	Match with phenotype
Isoniazid	Mykrobe	15	5	Match with phenotype
Isoniazid	Mykrobe	15	6	Match with phenotype
Isoniazid	Mykrobe	15	7	Match with phenotype
Isoniazid	Mykrobe	15	8	Match with phenotype
Isoniazid	Mykrobe	15	9	Match with phenotype
Isoniazid	Mykrobe	15	10	Match with phenotype
Isoniazid	Mykrobe	15	11	Match with phenotype
Isoniazid	Mykrobe	15	12	Match with phenotype
Isoniazid	Mykrobe	15	13	Match with phenotype
Isoniazid	Mykrobe	15	14	Match with phenotype
Isoniazid	Mykrobe	15	15	Match with phenotype
Isoniazid	Mykrobe	15	16	Match with phenotype
Isoniazid	Mykrobe	16	1	Match with phenotype
Isoniazid	Mykrobe	16	2	Match with phenotype
Isoniazid	Mykrobe	16	3	Match with phenotype
Isoniazid	Mykrobe	16	4	Match with phenotype
Isoniazid	Mykrobe	16	5	Match with phenotype
Isoniazid	Mykrobe	16	6	Match with phenotype
Isoniazid	Mykrobe	16	7	Match with phenotype
Isoniazid	Mykrobe	16	8	Match with phenotype
Isoniazid	Mykrobe	16	9	Match with phenotype
Isoniazid	Mykrobe	16	10	Match with phenotype
Isoniazid	Mykrobe	16	11	Match with phenotype
Isoniazid	Mykrobe	16	12	Match with phenotype
Isoniazid	Mykrobe	16	13	Match with phenotype
Isoniazid	Mykrobe	16	14	Match with phenotype
Isoniazid	Mykrobe	16	15	Match with phenotype
Isoniazid	Mykrobe	16	16	Match with phenotype
Isoniazid	Mykrobe	17	1	Match with phenotype
Isoniazid	Mykrobe	17	2	Match with phenotype
Isoniazid	Mykrobe	17	3	Match with phenotype
Isoniazid	Mykrobe	17	4	Match with phenotype
Isoniazid	Mykrobe	17	5	Match with phenotype
Isoniazid	Mykrobe	17	6	Match with phenotype
Isoniazid	Mykrobe	17	7	Match with phenotype
Isoniazid	Mykrobe	17	8	Match with phenotype
Isoniazid	Mykrobe	17	9	Match with phenotype
Isoniazid	Mykrobe	17	10	Match with phenotype
Isoniazid	Mykrobe	17	11	Match with phenotype
Isoniazid	Mykrobe	17	12	Match with phenotype
Isoniazid	Mykrobe	17	13	Match with phenotype
Isoniazid	Mykrobe	17	14	Match with phenotype
Isoniazid	Mykrobe	17	15	Match with phenotype
Isoniazid	Mykrobe	17	16	Match with phenotype
Isoniazid	Mykrobe	18	1	Match with phenotype
Isoniazid	Mykrobe	18	2	Match with phenotype
Isoniazid	Mykrobe	18	3	Match with phenotype
Isoniazid	Mykrobe	18	4	Match with phenotype
Isoniazid	Mykrobe	18	5	Match with phenotype
Isoniazid	Mykrobe	18	6	Match with phenotype
Isoniazid	Mykrobe	18	7	Match with phenotype
Isoniazid	Mykrobe	18	8	Match with phenotype
Isoniazid	Mykrobe	18	9	Match with phenotype
Isoniazid	Mykrobe	18	10	Match with phenotype
Isoniazid	Mykrobe	18	11	Match with phenotype
Isoniazid	Mykrobe	18	12	Match with phenotype
Isoniazid	Mykrobe	18	13	Match with phenotype
Isoniazid	Mykrobe	18	14	Match with phenotype
Isoniazid	Mykrobe	18	15	Match with phenotype
Isoniazid	Mykrobe	18	16	Match with phenotype
Isoniazid	Mykrobe	19	1	Match with phenotype
Isoniazid	Mykrobe	19	2	Match with phenotype
Isoniazid	Mykrobe	19	3	Match with phenotype
Isoniazid	Mykrobe	19	4	Match with phenotype
Isoniazid	Mykrobe	19	5	Match with phenotype
Isoniazid	Mykrobe	19	6	Match with phenotype
Isoniazid	Mykrobe	19	7	Match with phenotype
Isoniazid	Mykrobe	19	8	Match with phenotype
Isoniazid	Mykrobe	19	9	Match with phenotype
Isoniazid	Mykrobe	19	10	Match with phenotype
Isoniazid	Mykrobe	19	11	Match with phenotype
Isoniazid	Mykrobe	19	12	Match with phenotype
Isoniazid	Mykrobe	19	13	Match with phenotype
Isoniazid	Mykrobe	19	14	Match with phenotype
Isoniazid	Mykrobe	19	15	Match with phenotype
Isoniazid	Mykrobe	19	16	Match with phenotype
Isoniazid	Mykrobe	20	1	Match with phenotype
Isoniazid	Mykrobe	20	2	Match with phenotype
Isoniazid	Mykrobe	20	3	Match with phenotype
Isoniazid	Mykrobe	20	4	Match with phenotype
Isoniazid	Mykrobe	20	5	Match with phenotype
Isoniazid	Mykrobe	20	6	Match with phenotype
Isoniazid	Mykrobe	20	7	Match with phenotype
Isoniazid	Mykrobe	20	8	Match with phenotype
Isoniazid	Mykrobe	20	9	Match with phenotype
Isoniazid	Mykrobe	20	10	Match with phenotype
Isoniazid	Mykrobe	20	11	Match with phenotype
Isoniazid	Mykrobe	20	12	Match with phenotype
Isoniazid	Mykrobe	20	13	Match with phenotype
Isoniazid	Mykrobe	20	14	Match with phenotype
Isoniazid	Mykrobe	20	15	Match with phenotype
Isoniazid	Mykrobe	20	16	Match with phenotype
Isoniazid	Mykrobe	21	1	Match with phenotype
Isoniazid	Mykrobe	21	2	Match with phenotype
Isoniazid	Mykrobe	21	3	Match with phenotype
Isoniazid	Mykrobe	21	4	Match with phenotype
Isoniazid	Mykrobe	21	5	Match with phenotype
Isoniazid	Mykrobe	21	6	Match with phenotype
Isoniazid	Mykrobe	21	7	Match with phenotype
Isoniazid	Mykrobe	21	8	Match with phenotype
Isoniazid	Mykrobe	21	9	Match with phenotype
Isoniazid	Mykrobe	21	10	Match with phenotype
Isoniazid	Mykrobe	21	11	Match with phenotype
Isoniazid	Mykrobe	21	12	Match with phenotype
Isoniazid	Mykrobe	21	13	Match with phenotype
Isoniazid	Mykrobe	21	14	Match with phenotype
Isoniazid	Mykrobe	21	15	Match with phenotype
Isoniazid	Mykrobe	21	16	Match with phenotype
Isoniazid	Mykrobe	22	1	Match with phenotype
Isoniazid	Mykrobe	22	2	Match with phenotype
Isoniazid	Mykrobe	22	3	Match with phenotype
Isoniazid	Mykrobe	22	4	Match with phenotype
Isoniazid	Mykrobe	22	5	Match with phenotype
Isoniazid	Mykrobe	22	6	Match with phenotype
Isoniazid	Mykrobe	22	7	Match with phenotype
Isoniazid	Mykrobe	22	8	Match with phenotype
Isoniazid	Mykrobe	22	9	Match with phenotype
Isoniazid	Mykrobe	22	10	Match with phenotype
Isoniazid	Mykrobe	22	11	Match with phenotype
Isoniazid	Mykrobe	22	12	Match with phenotype
Isoniazid	Mykrobe	22	13	Match with phenotype
Isoniazid	Mykrobe	22	14	Match with phenotype
Isoniazid	Mykrobe	22	15	Match with phenotype
Isoniazid	Mykrobe	22	16	Match with phenotype
Isoniazid	Mykrobe	23	1	Match with phenotype
Isoniazid	Mykrobe	23	2	Match with phenotype
Isoniazid	Mykrobe	23	3	Match with phenotype
Isoniazid	Mykrobe	23	4	Match with phenotype
Isoniazid	Mykrobe	23	5	Match with phenotype
Isoniazid	Mykrobe	23	6	Match with phenotype
Isoniazid	Mykrobe	23	7	Match with phenotype
Isoniazid	Mykrobe	23	8	Match with phenotype
Isoniazid	Mykrobe	23	9	Match with phenotype
Isoniazid	Mykrobe	23	10	Match with phenotype
Isoniazid	Mykrobe	23	11	Match with phenotype
Isoniazid	Mykrobe	23	12	Match with phenotype
Isoniazid	Mykrobe	23	13	Match with phenotype
Isoniazid	Mykrobe	23	14	Match with phenotype
Isoniazid	Mykrobe	23	15	Match with phenotype
Isoniazid	Mykrobe	23	16	Match with phenotype
Isoniazid	Mykrobe	24	1	Match with phenotype
Isoniazid	Mykrobe	24	2	Match with phenotype
Isoniazid	Mykrobe	24	3	Match with phenotype
Isoniazid	Mykrobe	24	4	Match with phenotype
Isoniazid	Mykrobe	24	5	Match with phenotype
Isoniazid	Mykrobe	24	6	Match with phenotype
Isoniazid	Mykrobe	24	7	Match with phenotype
Isoniazid	Mykrobe	24	8	Match with phenotype
Isoniazid	Mykrobe	24	9	Match with phenotype
Isoniazid	Mykrobe	24	10	Match with phenotype
Isoniazid	Mykrobe	24	11	Match with phenotype
Isoniazid	Mykrobe	24	12	Match with phenotype
Isoniazid	Mykrobe	24	13	Match with phenotype
Isoniazid	Mykrobe	24	14	Match with phenotype
Isoniazid	Mykrobe	24	15	Match with phenotype
Isoniazid	Mykrobe	24	16	Match with phenotype
Isoniazid	Mykrobe	25	1	Match with phenotype
Isoniazid	Mykrobe	25	2	Match with phenotype
Isoniazid	Mykrobe	25	3	Match with phenotype
Isoniazid	Mykrobe	25	4	Match with phenotype
Isoniazid	Mykrobe	25	5	Match with phenotype
Isoniazid	Mykrobe	25	6	Match with phenotype
Isoniazid	Mykrobe	25	7	Match with phenotype
Isoniazid	Mykrobe	25	8	Match with phenotype
Isoniazid	Mykrobe	25	9	Match with phenotype
Isoniazid	Mykrobe	25	10	Match with phenotype
Isoniazid	Mykrobe	25	11	Match with phenotype
Isoniazid	Mykrobe	25	12	Match with phenotype
Isoniazid	Mykrobe	25	13	Match with phenotype
Isoniazid	Mykrobe	25	14	Match with phenotype
Isoniazid	Mykrobe	25	15	Match with phenotype
Isoniazid	Mykrobe	25	16	Match with phenotype
Isoniazid	Mykrobe	26	1	Match with phenotype
Isoniazid	Mykrobe	26	2	Match with phenotype
Isoniazid	Mykrobe	26	3	Match with phenotype
Isoniazid	Mykrobe	26	4	Match with phenotype
Isoniazid	Mykrobe	26	5	Match with phenotype
Isoniazid	Mykrobe	26	6	Match with phenotype
Isoniazid	Mykrobe	26	7	Match with phenotype
Isoniazid	Mykrobe	26	8	Match with phenotype
Isoniazid	Mykrobe	26	9	Match with phenotype
Isoniazid	Mykrobe	26	10	Match with phenotype
Isoniazid	Mykrobe	26	11	Match with phenotype
Isoniazid	Mykrobe	26	12	Match with phenotype
Isoniazid	Mykrobe	26	13	Match with phenotype
Isoniazid	Mykrobe	26	14	Match with phenotype
Isoniazid	Mykrobe	26	15	Match with phenotype
Isoniazid	Mykrobe	26	16	Match with phenotype
Isoniazid	Mykrobe	27	1	Match with phenotype
Isoniazid	Mykrobe	27	2	Match with phenotype
Isoniazid	Mykrobe	27	3	Match with phenotype
Isoniazid	Mykrobe	27	4	Match with phenotype
Isoniazid	Mykrobe	27	5	Match with phenotype
Isoniazid	Mykrobe	27	6	Match with phenotype
Isoniazid	Mykrobe	27	7	Match with phenotype
Isoniazid	Mykrobe	27	8	Match with phenotype
Isoniazid	Mykrobe	27	9	Match with phenotype
Isoniazid	Mykrobe	27	10	Match with phenotype
Isoniazid	Mykrobe	27	11	Match with phenotype
Isoniazid	Mykrobe	27	12	Match with phenotype
Isoniazid	Mykrobe	27	13	Match with phenotype
Isoniazid	Mykrobe	27	14	Match with phenotype
Isoniazid	Mykrobe	27	15	Match with phenotype
Isoniazid	Mykrobe	27	16	Match with phenotype
Isoniazid	Mykrobe	28	1	Match with phenotype
Isoniazid	Mykrobe	28	2	Match with phenotype
Isoniazid	Mykrobe	28	3	Match with phenotype
Isoniazid	Mykrobe	28	4	Match with phenotype
Isoniazid	Mykrobe	28	5	Match with phenotype
Isoniazid	Mykrobe	28	6	Match with phenotype
Isoniazid	Mykrobe	28	7	Match with phenotype
Isoniazid	Mykrobe	28	8	Match with phenotype
Isoniazid	Mykrobe	28	9	Match with phenotype
Isoniazid	Mykrobe	28	10	Match with phenotype
Isoniazid	Mykrobe	28	11	Match with phenotype
Isoniazid	Mykrobe	28	12	Match with phenotype
Isoniazid	Mykrobe	28	13	Match with phenotype
Isoniazid	Mykrobe	28	14	Match with phenotype
Isoniazid	Mykrobe	28	15	Match with phenotype
Isoniazid	Mykrobe	28	16	Match with phenotype
Isoniazid	Mykrobe	29	1	Match with phenotype
Isoniazid	Mykrobe	29	2	Match with phenotype
Isoniazid	Mykrobe	29	3	Match with phenotype
Isoniazid	Mykrobe	29	4	Match with phenotype
Isoniazid	Mykrobe	29	5	Match with phenotype
Isoniazid	Mykrobe	29	6	Match with phenotype
Isoniazid	Mykrobe	29	7	Match with phenotype
Isoniazid	Mykrobe	29	8	Match with phenotype
Isoniazid	Mykrobe	29	9	Match with phenotype
Isoniazid	Mykrobe	29	10	Match with phenotype
Isoniazid	Mykrobe	29	11	Match with phenotype
Isoniazid	Mykrobe	29	12	Match with phenotype
Isoniazid	Mykrobe	29	13	Match with phenotype
Isoniazid	Mykrobe	29	14	Match with phenotype
Isoniazid	Mykrobe	29	15	Match with phenotype
Isoniazid	Mykrobe	29	16	Match with phenotype
Isoniazid	Mykrobe	30	1	Match with phenotype
Isoniazid	Mykrobe	30	2	Match with phenotype
Isoniazid	Mykrobe	30	3	Match with phenotype
Isoniazid	Mykrobe	30	4	Match with phenotype
Isoniazid	Mykrobe	30	5	Match with phenotype
Isoniazid	Mykrobe	30	6	Match with phenotype
Isoniazid	Mykrobe	30	7	Match with phenotype
Isoniazid	Mykrobe	30	8	Match with phenotype
Isoniazid	Mykrobe	30	9	Match with phenotype
Isoniazid	Mykrobe	30	10	Match with phenotype
Isoniazid	Mykrobe	30	11	Match with phenotype
Isoniazid	Mykrobe	30	12	Match with phenotype
Isoniazid	Mykrobe	30	13	Match with phenotype
Isoniazid	Mykrobe	30	14	Match with phenotype
Isoniazid	Mykrobe	30	15	Match with phenotype
Isoniazid	Mykrobe	30	16	Match with phenotype
Isoniazid	Mykrobe	31	1	Match with phenotype
Isoniazid	Mykrobe	31	2	Match with phenotype
Isoniazid	Mykrobe	31	3	Match with phenotype
Isoniazid	Mykrobe	31	4	Match with phenotype
Isoniazid	Mykrobe	31	5	Match with phenotype
Isoniazid	Mykrobe	31	6	Match with phenotype
Isoniazid	Mykrobe	31	7	Match with phenotype
Isoniazid	Mykrobe	31	8	Match with phenotype
Isoniazid	Mykrobe	31	9	Match with phenotype
Isoniazid	Mykrobe	31	10	Match with phenotype
Isoniazid	Mykrobe	31	11	Match with phenotype
Isoniazid	Mykrobe	31	12	Match with phenotype
Isoniazid	Mykrobe	31	13	Match with phenotype
Isoniazid	Mykrobe	31	14	Match with phenotype
Isoniazid	Mykrobe	31	15	Match with phenotype
Isoniazid	Mykrobe	31	16	Match with phenotype
Isoniazid	Mykrobe	32	1	Match with phenotype
Isoniazid	Mykrobe	32	2	Match with phenotype
Isoniazid	Mykrobe	32	3	Match with phenotype
Isoniazid	Mykrobe	32	4	Match with phenotype
Isoniazid	Mykrobe	32	5	Match with phenotype
Isoniazid	Mykrobe	32	6	Match with phenotype
Isoniazid	Mykrobe	32	7	Match with phenotype
Isoniazid	Mykrobe	32	8	Match with phenotype
Isoniazid	Mykrobe	32	9	Match with phenotype
Isoniazid	Mykrobe	32	10	Match with phenotype
Isoniazid	Mykrobe	32	11	Match with phenotype
Isoniazid	Mykrobe	32	12	Match with phenotype
Isoniazid	Mykrobe	32	13	Match with phenotype
Isoniazid	Mykrobe	32	14	Match with phenotype
Isoniazid	Mykrobe	32	15	Match with phenotype
Isoniazid	Mykrobe	32	16	Match with phenotype
Isoniazid	Mykrobe	33	1	Match with phenotype
Isoniazid	Mykrobe	33	2	Match with phenotype
Isoniazid	Mykrobe	33	3	Match with phenotype
Isoniazid	Mykrobe	33	4	Match with phenotype
Isoniazid	Mykrobe	33	5	Match with phenotype
Isoniazid	Mykrobe	33	6	Match with phenotype
Isoniazid	Mykrobe	33	7	Match with phenotype
Isoniazid	Mykrobe	33	8	Match with phenotype
Isoniazid	Mykrobe	33	9	Match with phenotype
Isoniazid	Mykrobe	33	10	Match with phenotype
Isoniazid	Mykrobe	33	11	Match with phenotype
Isoniazid	Mykrobe	33	12	Match with phenotype
Isoniazid	Mykrobe	33	13	Match with phenotype
Isoniazid	Mykrobe	33	14	Match with phenotype
Isoniazid	Mykrobe	33	15	Match with phenotype
Isoniazid	Mykrobe	33	16	Match with phenotype
Isoniazid	Mykrobe	34	1	Match with phenotype
Isoniazid	Mykrobe	34	2	Match with phenotype
Isoniazid	Mykrobe	34	3	Match with phenotype
Isoniazid	Mykrobe	34	4	Match with phenotype
Isoniazid	Mykrobe	34	5	Match with phenotype
Isoniazid	Mykrobe	34	6	Match with phenotype
Isoniazid	Mykrobe	34	7	Match with phenotype
Isoniazid	Mykrobe	34	8	Match with phenotype
Isoniazid	Mykrobe	34	9	Match with phenotype
Isoniazid	Mykrobe	34	10	Match with phenotype
Isoniazid	Mykrobe	34	11	Match with phenotype
Isoniazid	Mykrobe	34	12	Match with phenotype
Isoniazid	Mykrobe	34	13	Match with phenotype
Isoniazid	Mykrobe	34	14	Match with phenotype
Isoniazid	Mykrobe	34	15	Match with phenotype
Isoniazid	Mykrobe	34	16	Match with phenotype
Isoniazid	Mykrobe	35	1	Match with phenotype
Isoniazid	Mykrobe	35	2	Match with phenotype
Isoniazid	Mykrobe	35	3	Match with phenotype
Isoniazid	Mykrobe	35	4	Match with phenotype
Isoniazid	Mykrobe	35	5	Match with phenotype
Isoniazid	Mykrobe	35	6	Match with phenotype
Isoniazid	Mykrobe	35	7	Match with phenotype
Isoniazid	Mykrobe	35	8	Match with phenotype
Isoniazid	Mykrobe	35	9	Match with phenotype
Isoniazid	Mykrobe	35	10	Match with phenotype
Isoniazid	Mykrobe	35	11	Match with phenotype
Isoniazid	Mykrobe	35	12	Match with phenotype
Isoniazid	Mykrobe	35	13	Match with phenotype
Isoniazid	Mykrobe	35	14	Match with phenotype
Isoniazid	Mykrobe	35	15	Match with phenotype
Isoniazid	Mykrobe	35	16	Match with phenotype
Isoniazid	Mykrobe	36	1	Match with phenotype
Isoniazid	Mykrobe	36	2	Match with phenotype
Isoniazid	Mykrobe	36	3	Match with phenotype
Isoniazid	Mykrobe	36	4	Match with phenotype
Isoniazid	Mykrobe	36	5	Match with phenotype
Isoniazid	Mykrobe	36	6	Match with phenotype
Isoniazid	Mykrobe	36	7	Match with phenotype
Isoniazid	Mykrobe	36	8	Match with phenotype
Isoniazid	Mykrobe	36	9	Match with phenotype
Isoniazid	Mykrobe	36	10	Match with phenotype
Isoniazid	Mykrobe	36	11	Match with phenotype
Isoniazid	Mykrobe	36	12	Match with phenotype
Isoniazid	Mykrobe	36	13	Match with phenotype
Isoniazid	Mykrobe	36	14	Match with phenotype
Isoniazid	Mykrobe	36	15	Match with phenotype
Isoniazid	Mykrobe	36	16	Match with phenotype
Isoniazid	Mykrobe	37	1	Match with phenotype
Isoniazid	Mykrobe	37	2	Match with phenotype
Isoniazid	Mykrobe	37	3	Match with phenotype
Isoniazid	Mykrobe	37	4	Match with phenotype
Isoniazid	Mykrobe	37	5	Match with phenotype
Isoniazid	Mykrobe	37	6	Match with phenotype
Isoniazid	Mykrobe	37	7	Match with phenotype
Isoniazid	Mykrobe	37	8	Match with phenotype
Isoniazid	Mykrobe	37	9	Match with phenotype
Isoniazid	Mykrobe	37	10	Match with phenotype
Isoniazid	Mykrobe	37	11	Match with phenotype
Isoniazid	Mykrobe	37	12	Match with phenotype
Isoniazid	Mykrobe	37	13	Match with phenotype
Isoniazid	Mykrobe	37	14	Match with phenotype
Isoniazid	Mykrobe	37	15	Match with phenotype
Isoniazid	Mykrobe	37	16	Match with phenotype
Isoniazid	Mykrobe	38	1	Match with phenotype
Isoniazid	Mykrobe	38	2	Match with phenotype
Isoniazid	Mykrobe	38	3	Match with phenotype
Isoniazid	Mykrobe	38	4	Match with phenotype
Isoniazid	Mykrobe	38	5	Match with phenotype
Isoniazid	Mykrobe	38	6	Match with phenotype
Isoniazid	Mykrobe	38	7	Match with phenotype
Isoniazid	Mykrobe	38	8	Match with phenotype
Isoniazid	Mykrobe	38	9	Match with phenotype
Isoniazid	Mykrobe	38	10	Match with phenotype
Isoniazid	Mykrobe	38	11	Match with phenotype
Isoniazid	Mykrobe	38	12	Match with phenotype
Isoniazid	Mykrobe	38	13	Match with phenotype
Isoniazid	Mykrobe	38	14	Match with phenotype
Isoniazid	Mykrobe	38	15	Match with phenotype
Isoniazid	Mykrobe	38	16	Match with phenotype
Isoniazid	Mykrobe	39	1	Match with phenotype
Isoniazid	Mykrobe	39	2	Match with phenotype
Isoniazid	Mykrobe	39	3	Match with phenotype
Isoniazid	Mykrobe	39	4	Match with phenotype
Isoniazid	Mykrobe	39	5	Match with phenotype
Isoniazid	Mykrobe	39	6	Match with phenotype
Isoniazid	Mykrobe	39	7	Match with phenotype
Isoniazid	Mykrobe	39	8	Match with phenotype
Isoniazid	Mykrobe	39	9	Match with phenotype
Isoniazid	Mykrobe	39	10	Match with phenotype
Isoniazid	Mykrobe	39	11	Match with phenotype
Isoniazid	Mykrobe	39	12	Match with phenotype
Isoniazid	Mykrobe	39	13	Match with phenotype
Isoniazid	Mykrobe	39	14	Match with phenotype
Isoniazid	Mykrobe	39	15	Match with phenotype
Isoniazid	Mykrobe	39	16	Match with phenotype
Isoniazid	Mykrobe	40	1	Match with phenotype
Isoniazid	Mykrobe	40	2	Match with phenotype
Isoniazid	Mykrobe	40	3	Match with phenotype
Isoniazid	Mykrobe	40	4	Match with phenotype
Isoniazid	Mykrobe	40	5	Match with phenotype
Isoniazid	Mykrobe	40	6	Match with phenotype
Isoniazid	Mykrobe	40	7	Match with phenotype
Isoniazid	Mykrobe	40	8	Match with phenotype
Isoniazid	Mykrobe	40	9	Match with phenotype
Isoniazid	Mykrobe	40	10	Match with phenotype
Isoniazid	Mykrobe	40	11	Not match with phenotype
Isoniazid	Mykrobe	40	12	Not match with phenotype
Isoniazid	Mykrobe	40	13	Not match with phenotype
Isoniazid	Mykrobe	40	14	Not match with phenotype
Isoniazid	Mykrobe	40	15	Not match with phenotype
Isoniazid	Mykrobe	40	16	Not match with phenotype
Isoniazid	Mykrobe	41	1	Not match with phenotype
Isoniazid	Mykrobe	41	2	Not match with phenotype
Isoniazid	Mykrobe	41	3	Not match with phenotype
Isoniazid	Mykrobe	41	4	Not match with phenotype
Isoniazid	Mykrobe	41	5	Not match with phenotype
Isoniazid	Mykrobe	41	6	Not match with phenotype
Isoniazid	Mykrobe	41	7	Not match with phenotype
Isoniazid	Mykrobe	41	8	Not match with phenotype
Isoniazid	Mykrobe	41	9	Not match with phenotype
Isoniazid	Mykrobe	41	10	Not match with phenotype
Isoniazid	Mykrobe	41	11	Not match with phenotype
Isoniazid	Mykrobe	41	12	Not match with phenotype
Isoniazid	Mykrobe	41	13	Not match with phenotype
Isoniazid	Mykrobe	41	14	Not match with phenotype
Isoniazid	Mykrobe	41	15	Not match with phenotype
Isoniazid	Mykrobe	41	16	Not match with phenotype
Pyrazinamide	Mykrobe	1	1	Match with phenotype
Pyrazinamide	Mykrobe	1	2	Match with phenotype
Pyrazinamide	Mykrobe	1	3	Match with phenotype
Pyrazinamide	Mykrobe	1	4	Match with phenotype
Pyrazinamide	Mykrobe	1	5	Match with phenotype
Pyrazinamide	Mykrobe	1	6	Match with phenotype
Pyrazinamide	Mykrobe	1	7	Match with phenotype
Pyrazinamide	Mykrobe	1	8	Match with phenotype
Pyrazinamide	Mykrobe	1	9	Match with phenotype
Pyrazinamide	Mykrobe	1	10	Match with phenotype
Pyrazinamide	Mykrobe	1	11	Match with phenotype
Pyrazinamide	Mykrobe	1	12	Match with phenotype
Pyrazinamide	Mykrobe	1	13	Match with phenotype
Pyrazinamide	Mykrobe	1	14	Match with phenotype
Pyrazinamide	Mykrobe	1	15	Match with phenotype
Pyrazinamide	Mykrobe	1	16	Match with phenotype
Pyrazinamide	Mykrobe	2	1	Match with phenotype
Pyrazinamide	Mykrobe	2	2	Match with phenotype
Pyrazinamide	Mykrobe	2	3	Match with phenotype
Pyrazinamide	Mykrobe	2	4	Match with phenotype
Pyrazinamide	Mykrobe	2	5	Match with phenotype
Pyrazinamide	Mykrobe	2	6	Match with phenotype
Pyrazinamide	Mykrobe	2	7	Match with phenotype
Pyrazinamide	Mykrobe	2	8	Match with phenotype
Pyrazinamide	Mykrobe	2	9	Match with phenotype
Pyrazinamide	Mykrobe	2	10	Match with phenotype
Pyrazinamide	Mykrobe	2	11	Match with phenotype
Pyrazinamide	Mykrobe	2	12	Match with phenotype
Pyrazinamide	Mykrobe	2	13	Match with phenotype
Pyrazinamide	Mykrobe	2	14	Match with phenotype
